FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
17MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,55,0,,0
17MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,30,,0
17MAY2021:00:00:00,31 a 40,M,Sputnik,Público,74,7,,0
17MAY2021:00:00:00,31 a 40,M,Sputnik,Público nacional,1,5,,0
17MAY2021:00:00:00,41 a 50,F,AstraZeneca,Privado,2,0,,0
17MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,16,0,,0
17MAY2021:00:00:00,41 a 50,F,Sinopharm,Privado,0,1,,0
17MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,45,,0
17MAY2021:00:00:00,41 a 50,F,Sputnik,Público,190,28,,0
17MAY2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,10,,0
17MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,12,0,,0
17MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,28,,0
06MAY2021:00:00:00,41 a 50,M,AstraZeneca,Privado,3,0,,0
06MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,21,0,,0
06MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,170,0,,0
06MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0
06MAY2021:00:00:00,41 a 50,M,Sinopharm,Público nacional,1,0,,0
06MAY2021:00:00:00,41 a 50,M,Sputnik,Público,3,0,,0
06MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,,0
06MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,13,1,,0
06MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,177,3,,0
06MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,2,0,,0
06MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,3,,0
06MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,81,0,,0
06MAY2021:00:00:00,51 a 60,F,Sputnik,Público,145,0,,0
06MAY2021:00:00:00,51 a 60,F,Sputnik,Público nacional,2,0,,0
06MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,5,0,,0
06MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,190,0,,0
06MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,76,0,,0
06MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,1,1,,0
06MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,57,0,,0
06MAY2021:00:00:00,51 a 60,M,Sputnik,Público,92,0,,0
06MAY2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,,0
06MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,1,,0
06MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,497,0,,0
06MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público nacional,1,0,,0
06MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,113,,0
06MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,116,,0
06MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,655,0,,0
06MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1346,0,,0
06MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,4,0,,0
06MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,2,0,,0
06MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,460,0,,0
06MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,5,0,,0
06MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,46,,0
06MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,83,,0
06MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,456,0,,0
06MAY2021:00:00:00,61 a 70,M,Sputnik,Público,604,0,,0
06MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,0,,0
06MAY2021:00:00:00,71 a 80,F,AstraZeneca,Privado,1,0,,0
06MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,69,1,,0
06MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,1009,,0
06MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,572,,0
06MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,41,0,,0
06MAY2021:00:00:00,71 a 80,F,Sputnik,Público,95,0,,0
06MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,28,0,,0
06MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,449,,0
06MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,443,,0
06MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,17,0,,0
06MAY2021:00:00:00,71 a 80,M,Sputnik,Público,53,0,,0
06MAY2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,,0
06MAY2021:00:00:00,81 a 90,F,AstraZeneca,Privado,1,0,,0
06MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,24,0,,0
06MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,0,22,,0
06MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,29,,0
06MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,11,0,,0
06MAY2021:00:00:00,81 a 90,F,Sputnik,Público,26,0,,0
06MAY2021:00:00:00,81 a 90,F,Sputnik,Público nacional,1,0,,0
06MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,19,0,,0
06MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,9,,0
06MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,17,,0
06MAY2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,,0
06MAY2021:00:00:00,81 a 90,M,Sputnik,Público,20,0,,0
06MAY2021:00:00:00,91 o mas,F,AstraZeneca,Privado,6,0,,0
06MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,11,0,,0
06MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,0,8,,0
06MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,6,,0
06MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,2,0,,0
06MAY2021:00:00:00,91 o mas,F,Sputnik,Público,4,0,,0
06MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,8,0,,0
06MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,3,,0
06MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,3,,0
06MAY2021:00:00:00,91 o mas,M,Sputnik,Público,6,0,,0
07MAY2021:00:00:00,30 o menos,F,AstraZeneca,Privado,20,0,,0
07MAY2021:00:00:00,30 o menos,F,AstraZeneca,Público,78,0,,0
07MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,183,,0
07MAY2021:00:00:00,30 o menos,F,Sputnik,Público,4,1,,0
07MAY2021:00:00:00,30 o menos,F,Sputnik,Público nacional,3,0,,0
07MAY2021:00:00:00,30 o menos,M,AstraZeneca,Privado,7,0,,0
07MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,60,0,,0
07MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,67,,0
07MAY2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,,0
07MAY2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,0,,0
07MAY2021:00:00:00,31 a 40,F,AstraZeneca,Privado,5,0,,0
07MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,153,0,,0
07MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,1,353,,0
07MAY2021:00:00:00,31 a 40,F,Sputnik,Privado,1,0,,0
07MAY2021:00:00:00,31 a 40,F,Sputnik,Público,4,1,,0
07MAY2021:00:00:00,31 a 40,F,Sputnik,Público nacional,2,0,,0
07MAY2021:00:00:00,31 a 40,M,AstraZeneca,Privado,4,0,,0
07MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,86,1,,0
07MAY2021:00:00:00,31 a 40,M,Sinopharm,Privado,1,0,,0
07MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,134,,0
07MAY2021:00:00:00,31 a 40,M,Sputnik,Privado,1,0,,0
07MAY2021:00:00:00,31 a 40,M,Sputnik,Público,1,0,,0
07MAY2021:00:00:00,41 a 50,F,AstraZeneca,Privado,12,0,,0
07MAY2021:00:00:00,41 a 50,F,AstraZeneca,Público,63,0,,0
07MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,1,309,,0
07MAY2021:00:00:00,41 a 50,F,Sputnik,Público,1,1,,0
07MAY2021:00:00:00,41 a 50,M,AstraZeneca,Privado,5,1,,0
07MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,57,0,,0
07MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,1,132,,0
07MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,16,0,,0
07MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,116,0,,0
07MAY2021:00:00:00,51 a 60,F,Sinopharm,Privado,1,0,,0
07MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,1,256,,0
07MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,11,0,,0
07MAY2021:00:00:00,51 a 60,F,Sputnik,Público,98,1,,0
07MAY2021:00:00:00,51 a 60,F,Sputnik,Público nacional,9,0,,0
07MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,15,1,,0
07MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,114,0,,0
07MAY2021:00:00:00,51 a 60,M,Sinopharm,Privado,0,1,,0
07MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,88,,0
07MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,12,0,,0
07MAY2021:00:00:00,51 a 60,M,Sputnik,Público,24,0,,0
07MAY2021:00:00:00,51 a 60,M,Sputnik,Público nacional,2,1,,0
07MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,70,0,,0
07MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,142,,0
07MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,1,1300,,0
07MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,187,0,,0
07MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1042,0,,0
07MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,74,0,,0
07MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,58,1,,0
07MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,110,,0
07MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,866,,0
07MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,120,0,,0
07MAY2021:00:00:00,61 a 70,M,Sputnik,Público,221,0,,0
07MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,12,0,,0
07MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,49,0,,0
07MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,1389,,0
07MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,6787,,0
07MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,4,0,,0
07MAY2021:00:00:00,71 a 80,F,Sputnik,Público,53,1,,0
07MAY2021:00:00:00,71 a 80,F,Sputnik,Público nacional,4,0,,0
07MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,18,0,,0
07MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,803,,0
07MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,3,4773,,0
07MAY2021:00:00:00,71 a 80,M,Sputnik,Público,33,0,,0
07MAY2021:00:00:00,71 a 80,M,Sputnik,Público nacional,2,0,,0
07MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,17,0,,0
07MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,0,55,,0
07MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,150,,0
07MAY2021:00:00:00,81 a 90,F,Sputnik,Público,12,0,,0
05MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,1574,0,,0
05MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1843,13,,0
05MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,0,,0
05MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,5,0,,0
05MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,49,0,,0
05MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,1,0,,0
05MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,77,8,,0
05MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,1,748,,0
05MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,1274,0,,0
05MAY2021:00:00:00,61 a 70,M,Sputnik,Público,950,3,,0
05MAY2021:00:00:00,71 a 80,F,AstraZeneca,Privado,3,0,,0
05MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,8,0,,0
05MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,11,242,,0
05MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,3,8043,,0
05MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,40,1,,0
05MAY2021:00:00:00,71 a 80,F,Sputnik,Público,69,340,,0
05MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,6,0,,0
05MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,2,155,,0
05MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,2,5687,,0
05MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,20,0,,0
05MAY2021:00:00:00,71 a 80,M,Sputnik,Público,32,197,,0
05MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,67,0,,0
05MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,5,51,,0
05MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,3,430,,0
05MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,12,0,,0
05MAY2021:00:00:00,81 a 90,F,Sputnik,Público,25,33,,0
05MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,5,0,,0
05MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,1,27,,0
05MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,1,206,,0
05MAY2021:00:00:00,81 a 90,M,Sputnik,Privado,5,0,,0
05MAY2021:00:00:00,81 a 90,M,Sputnik,Público,8,14,,0
20MAY2021:00:00:00,91 o mas,F,Sputnik,Público,88,0,,0
20MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,0
20MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,2,,0
20MAY2021:00:00:00,91 o mas,M,Sputnik,Público,21,1,,0
21MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,215,,0
21MAY2021:00:00:00,30 o menos,F,Sputnik,Público,45,1,,0
21MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,71,,0
21MAY2021:00:00:00,30 o menos,M,Sputnik,Público,34,0,,0
21MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,0,,0
21MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,1,411,,0
21MAY2021:00:00:00,31 a 40,F,Sputnik,Público,130,5,,0
21MAY2021:00:00:00,31 a 40,F,Sputnik,Público nacional,1,0,,0
21MAY2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0
21MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,121,,0
21MAY2021:00:00:00,31 a 40,M,Sputnik,Público,64,1,,0
21MAY2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,2,,0
21MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,342,,0
21MAY2021:00:00:00,41 a 50,F,Sputnik,Público,54,3,,0
21MAY2021:00:00:00,41 a 50,M,AstraZeneca,Público,1,0,,0
21MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,88,,0
21MAY2021:00:00:00,41 a 50,M,Sputnik,Público,16,2,,0
21MAY2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,,0
21MAY2021:00:00:00,51 a 60,F,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,1,268,,0
21MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,18,0,,0
21MAY2021:00:00:00,51 a 60,F,Sputnik,Público,56,3,,0
21MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,54,,0
21MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,17,0,,0
21MAY2021:00:00:00,51 a 60,M,Sputnik,Público,22,2,,0
21MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,25,0,,0
21MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,8,,0
21MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,157,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,41,0,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Público,592,2,,0
21MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,8,0,,0
21MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,11,0,,0
21MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,3,,0
21MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,106,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,38,0,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Público,287,2,,0
21MAY2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,0,,0
21MAY2021:00:00:00,71 a 80,F,AstraZeneca,Público,13,0,,0
21MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,47,,0
21MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1339,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,12,0,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Público,368,0,,0
21MAY2021:00:00:00,71 a 80,F,Sputnik,Público nacional,16,0,,0
21MAY2021:00:00:00,71 a 80,M,AstraZeneca,Público,9,0,,0
21MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,18,,0
21MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,866,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,9,0,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Público,210,0,,0
21MAY2021:00:00:00,71 a 80,M,Sputnik,Público nacional,8,0,,0
21MAY2021:00:00:00,81 a 90,F,AstraZeneca,Público,32,0,,0
21MAY2021:00:00:00,81 a 90,F,Sinopharm,Privado,0,13,,0
21MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,44,,0
21MAY2021:00:00:00,81 a 90,F,Sputnik,Privado,3,0,,0
21MAY2021:00:00:00,81 a 90,F,Sputnik,Público,67,0,,0
21MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,16,0,,0
21MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,3,,0
21MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,27,,0
21MAY2021:00:00:00,81 a 90,M,Sputnik,Público,29,0,,0
21MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,26,0,,0
21MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,0,4,,0
21MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,9,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,2,0,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Público,11,0,,0
21MAY2021:00:00:00,91 o mas,F,Sputnik,Público nacional,3,0,,0
21MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,2,0,,0
21MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,2,,0
21MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,3,,0
21MAY2021:00:00:00,91 o mas,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,9,,0
22MAY2021:00:00:00,30 o menos,F,Sputnik,Público,63,2,,0
22MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,30 o menos,M,Sputnik,Público,48,2,,0
22MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,0,15,,0
22MAY2021:00:00:00,31 a 40,F,Sputnik,Público,45,2,,0
22MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,7,,0
22MAY2021:00:00:00,31 a 40,M,Sputnik,Público,35,1,,0
22MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,9,,0
22MAY2021:00:00:00,41 a 50,F,Sputnik,Público,47,7,,0
22MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,41 a 50,M,Sputnik,Público,19,1,,0
22MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,0,10,,0
22MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,,0
22MAY2021:00:00:00,51 a 60,F,Sputnik,Público,235,4,,0
22MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,3,0,,0
22MAY2021:00:00:00,51 a 60,M,Sputnik,Público,197,5,,0
22MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,8,,0
22MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,28,0,,0
22MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1193,4,,0
22MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,21,0,,0
22MAY2021:00:00:00,61 a 70,M,Sputnik,Público,942,2,,0
22MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,69,,0
22MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,2,0,,0
22MAY2021:00:00:00,71 a 80,F,Sputnik,Público,271,0,,0
22MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,43,,0
22MAY2021:00:00:00,71 a 80,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,71 a 80,M,Sputnik,Público,151,0,,0
22MAY2021:00:00:00,81 a 90,F,Sinopharm,Público,0,3,,0
22MAY2021:00:00:00,81 a 90,F,Sputnik,Público,67,1,,0
22MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,2,,0
22MAY2021:00:00:00,81 a 90,M,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,81 a 90,M,Sputnik,Público,28,0,,0
22MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,1,,0
22MAY2021:00:00:00,91 o mas,F,Sputnik,Privado,1,0,,0
22MAY2021:00:00:00,91 o mas,F,Sputnik,Público,19,0,,0
22MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0
22MAY2021:00:00:00,91 o mas,M,Sputnik,Público,4,0,,0
23MAY2021:00:00:00,30 o menos,F,Sputnik,Público,46,0,,0
23MAY2021:00:00:00,30 o menos,M,Sputnik,Público,24,0,,0
23MAY2021:00:00:00,31 a 40,F,Sputnik,Público,67,0,,0
23MAY2021:00:00:00,31 a 40,M,Sputnik,Público,26,0,,0
23MAY2021:00:00:00,41 a 50,F,Sputnik,Público,41,0,,0
23MAY2021:00:00:00,41 a 50,M,Sputnik,Público,25,0,,0
23MAY2021:00:00:00,51 a 60,F,Sputnik,Público,1091,0,,0
23MAY2021:00:00:00,51 a 60,M,Sputnik,Público,1006,0,,0
23MAY2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,1,,0
23MAY2021:00:00:00,61 a 70,F,Sputnik,Público,882,0,,0
23MAY2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,0,,0
23MAY2021:00:00:00,61 a 70,M,Sputnik,Público,1185,0,,0
23MAY2021:00:00:00,71 a 80,F,Sputnik,Público,155,0,,0
23MAY2021:00:00:00,71 a 80,M,Sputnik,Público,81,0,,0
23MAY2021:00:00:00,81 a 90,F,Sputnik,Público,65,0,,0
23MAY2021:00:00:00,81 a 90,M,Sputnik,Público,20,0,,0
23MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,1,,0
23MAY2021:00:00:00,91 o mas,F,Sputnik,Público,16,0,,0
23MAY2021:00:00:00,91 o mas,M,Sputnik,Público,7,0,,0
24MAY2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
24MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,54,,0
24MAY2021:00:00:00,30 o menos,F,Sputnik,Público,27,0,,0
07MAY2021:00:00:00,81 a 90,M,AstraZeneca,Público,11,0,,0
07MAY2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,31,,0
07MAY2021:00:00:00,81 a 90,M,Sinopharm,Público,0,69,,0
07MAY2021:00:00:00,81 a 90,M,Sputnik,Público,5,0,,0
07MAY2021:00:00:00,91 o mas,F,AstraZeneca,Público,30,0,,0
07MAY2021:00:00:00,91 o mas,F,Sinopharm,Privado,0,21,,0
07MAY2021:00:00:00,91 o mas,F,Sinopharm,Público,0,35,,0
07MAY2021:00:00:00,91 o mas,F,Sputnik,Público,3,0,,0
07MAY2021:00:00:00,91 o mas,M,AstraZeneca,Público,10,0,,0
07MAY2021:00:00:00,91 o mas,M,Sinopharm,Privado,0,5,,0
07MAY2021:00:00:00,91 o mas,M,Sinopharm,Público,0,9,,0
08MAY2021:00:00:00,30 o menos,F,Sinopharm,Público,0,1616,,0
08MAY2021:00:00:00,30 o menos,M,Sinopharm,Público,0,183,,0
08MAY2021:00:00:00,31 a 40,F,Sinopharm,Público,1,3504,,0
08MAY2021:00:00:00,31 a 40,M,Sinopharm,Público,0,471,,0
08MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,1,4609,,0
08MAY2021:00:00:00,41 a 50,M,Sinopharm,Público,0,506,,0
08MAY2021:00:00:00,51 a 60,F,AstraZeneca,Privado,50,0,,0
08MAY2021:00:00:00,51 a 60,F,Sinopharm,Público,1,3404,,0
08MAY2021:00:00:00,51 a 60,F,Sputnik,Privado,79,0,,0
08MAY2021:00:00:00,51 a 60,F,Sputnik,Público,106,0,,0
08MAY2021:00:00:00,51 a 60,M,AstraZeneca,Privado,37,0,,0
08MAY2021:00:00:00,51 a 60,M,Sinopharm,Público,0,436,,0
08MAY2021:00:00:00,51 a 60,M,Sputnik,Privado,66,0,,0
08MAY2021:00:00:00,51 a 60,M,Sputnik,Público,26,0,,0
08MAY2021:00:00:00,61 a 70,F,AstraZeneca,Privado,273,0,,0
08MAY2021:00:00:00,61 a 70,F,Sinopharm,Privado,0,9,,0
08MAY2021:00:00:00,61 a 70,F,Sinopharm,Público,0,23,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Privado,208,0,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Público,1273,0,,0
08MAY2021:00:00:00,61 a 70,F,Sputnik,Público nacional,3,0,,0
08MAY2021:00:00:00,61 a 70,M,AstraZeneca,Privado,182,0,,0
08MAY2021:00:00:00,61 a 70,M,Sinopharm,Privado,0,9,,0
08MAY2021:00:00:00,61 a 70,M,Sinopharm,Público,0,21,,0
08MAY2021:00:00:00,61 a 70,M,Sputnik,Privado,220,0,,0
08MAY2021:00:00:00,61 a 70,M,Sputnik,Público,146,0,,0
08MAY2021:00:00:00,71 a 80,F,Sinopharm,Privado,0,59,,0
08MAY2021:00:00:00,71 a 80,F,Sinopharm,Público,0,31,,0
08MAY2021:00:00:00,71 a 80,F,Sputnik,Privado,2,0,,0
08MAY2021:00:00:00,71 a 80,F,Sputnik,Público,3,0,,0
08MAY2021:00:00:00,71 a 80,M,AstraZeneca,Privado,2,0,,0
08MAY2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,32,,0
08MAY2021:00:00:00,71 a 80,M,Sinopharm,Público,0,32,,0
